Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CareerStartAge,CompanyCareerRatio,CurrentRoleCompanyRatio,ManagerCompanyRatio,PromotionLagCompanyRatio,SatisfactionAverage,LogMonthlyIncome,IncomePerJobLevel,OverTimeJobInvolvement
28,0,Non-Travel,120,Sales,4,3,Medical,129,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,No,15,3,2,0,5,3,4,5,4,0,4,23,1.0,0.8,0.8,0.0,2.3333333333333335,8.348064228408266,2110.5,0
58,0,Travel_Rarely,682,Sales,10,4,Medical,131,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,No,13,3,3,0,38,1,2,37,10,1,8,20,0.9736842105263158,0.2702702702702703,0.21621621621621623,0.02702702702702703,3.3333333333333335,9.537699784080726,3468.0,0
44,0,Non-Travel,489,Research & Development,23,3,Medical,132,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,No,12,3,3,1,17,3,4,3,2,1,2,27,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.3333333333333335,7.622174594817622,1021.0,0
37,1,Travel_Rarely,807,Human Resources,6,4,Human Resources,133,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Yes,22,4,4,0,7,3,3,3,2,0,2,30,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.0,2.6666666666666665,7.637234388789473,2073.0,3
32,0,Travel_Rarely,827,Research & Development,1,1,Life Sciences,134,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,No,13,3,4,0,1,2,3,1,0,0,0,31,1.0,0.0,0.0,0.0,3.0,7.9919305198524775,2956.0,0
20,1,Travel_Frequently,871,Research & Development,6,3,Life Sciences,137,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Yes,18,3,2,0,1,5,3,1,0,1,0,19,1.0,0.0,0.0,1.0,3.3333333333333335,7.9817332866918855,2926.0,2
34,0,Travel_Rarely,665,Research & Development,6,4,Other,138,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,No,14,3,3,0,16,3,3,16,13,2,10,18,1.0,0.8125,0.625,0.125,2.3333333333333335,8.478452363099807,2404.5,0
37,0,Non-Travel,1040,Research & Development,2,2,Life Sciences,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,14,3,4,1,17,2,4,1,0,0,0,20,0.058823529411764705,0.0,0.0,0.0,3.6666666666666665,8.549466751966532,2581.5,0
59,0,Non-Travel,1420,Human Resources,2,4,Human Resources,140,3,Female,32,2,5,Manager,4,Married,18844,21922,9,No,21,4,4,1,30,3,3,3,2,2,2,29,0.1,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.6666666666666665,9.844002905701236,3768.8,0
50,0,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,141,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Yes,19,3,1,0,28,1,2,8,3,0,7,22,0.2857142857142857,0.375,0.875,0.0,1.3333333333333333,9.807692255081262,3634.4,3
25,1,Travel_Rarely,240,Sales,5,3,Marketing,142,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Yes,11,3,4,0,6,1,3,6,4,0,3,19,1.0,0.6666666666666666,0.5,0.0,3.3333333333333335,8.656085190282855,2872.0,2
25,0,Travel_Rarely,1280,Research & Development,7,1,Medical,143,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,No,11,3,3,2,2,2,3,2,2,2,1,23,1.0,1.0,0.5,1.0,3.6666666666666665,7.969011781106478,2889.0,0
22,0,Travel_Rarely,534,Research & Development,15,3,Medical,144,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,No,15,3,3,0,1,5,3,0,0,0,0,21,0.0,0.0,0.0,0.0,3.0,7.962763930168115,2871.0,0
51,0,Travel_Frequently,1456,Research & Development,1,4,Medical,145,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,No,20,4,3,0,23,1,2,13,12,12,8,28,0.5652173913043478,0.9230769230769231,0.6153846153846154,0.9230769230769231,1.6666666666666667,8.920656296853728,2494.6666666666665,0
34,1,Travel_Frequently,658,Research & Development,7,3,Life Sciences,147,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Yes,24,4,4,0,9,3,3,9,7,0,6,25,1.0,0.7777777777777778,0.6666666666666666,0.0,2.6666666666666665,8.711937268208748,3037.0,1
54,0,Non-Travel,142,Human Resources,26,3,Human Resources,148,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Yes,12,3,3,0,23,3,3,5,3,4,4,31,0.21739130434782608,0.6,0.8,0.8,3.6666666666666665,9.760136677640245,4332.0,4
24,0,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,150,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,No,12,3,3,1,6,2,3,5,3,1,2,18,0.8333333333333334,0.6,0.4,0.2,2.6666666666666665,7.928406026180535,2774.0,0
34,0,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,151,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,No,15,3,3,1,12,3,3,1,0,0,0,22,0.08333333333333333,0.0,0.0,0.0,2.6666666666666665,8.41316512099219,2252.5,0
37,0,Travel_Rarely,1189,Sales,3,3,Life Sciences,152,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,No,12,3,1,0,12,3,3,5,3,1,3,25,0.4166666666666667,0.6,0.6,0.2,2.6666666666666665,8.913146539151807,2476.0,0
34,0,Travel_Rarely,1354,Research & Development,5,3,Medical,153,3,Female,45,2,3,Manager,1,Single,11631,5615,2,No,12,3,4,0,14,6,3,11,10,5,8,20,0.7857142857142857,0.9090909090909091,0.7272727272727273,0.45454545454545453,2.6666666666666665,9.3615151997733,3877.0,0
36,0,Travel_Frequently,1467,Sales,11,2,Technical Degree,154,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,No,14,3,3,1,10,6,3,9,7,2,8,26,0.9,0.7777777777777778,0.8888888888888888,0.2222222222222222,3.0,9.1838937219612,3246.0,0
36,0,Travel_Rarely,922,Research & Development,3,2,Life Sciences,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,No,22,4,1,1,7,2,3,1,0,0,0,29,0.14285714285714285,0.0,0.0,0.0,2.0,7.950149887652018,2835.0,0
43,0,Travel_Frequently,394,Sales,26,2,Life Sciences,158,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Yes,12,3,4,2,25,3,4,25,12,4,12,18,1.0,0.48,0.48,0.16,3.6666666666666665,9.738612909345894,4239.75,3
30,0,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,No,25,4,3,3,10,2,2,10,7,0,9,20,1.0,0.7,0.9,0.0,2.3333333333333335,7.868636894184167,2613.0,0
33,0,Non-Travel,750,Sales,22,2,Marketing,160,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,No,13,3,1,1,8,2,4,7,7,0,7,25,0.875,1.0,1.0,0.0,2.0,8.72371943690701,3073.0,0
56,1,Travel_Rarely,441,Research & Development,14,4,Life Sciences,161,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Yes,18,3,1,3,7,2,3,5,4,4,3,49,0.7142857142857143,0.8,0.6,0.8,1.6666666666666667,8.509967146324497,4963.0,3
51,0,Travel_Rarely,684,Research & Development,6,3,Life Sciences,162,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,No,13,3,3,0,23,5,3,20,18,15,15,28,0.8695652173913043,0.9,0.75,0.75,2.3333333333333335,9.880116566212887,3907.4,0
31,1,Travel_Rarely,249,Sales,6,4,Life Sciences,163,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Yes,18,3,2,0,12,3,2,7,7,7,7,19,0.5833333333333334,1.0,1.0,1.0,2.3333333333333335,8.727940222393896,3086.0,1
26,0,Travel_Rarely,841,Research & Development,6,3,Other,164,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,No,19,3,3,0,5,3,2,5,4,4,3,21,1.0,0.8,0.6,0.8,2.6666666666666665,7.7702232041587855,2368.0,0
58,1,Travel_Rarely,147,Research & Development,23,4,Medical,165,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,No,12,3,4,1,40,3,2,40,10,15,6,18,1.0,0.25,0.15,0.375,4.0,9.24116051431607,3437.3333333333335,0
19,1,Travel_Rarely,528,Sales,22,1,Marketing,167,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Yes,19,3,4,0,0,2,2,0,0,0,0,19,0.0,0.0,0.0,0.0,3.6666666666666665,7.424165281042028,1675.0,3
22,0,Travel_Rarely,594,Research & Development,2,1,Technical Degree,169,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,No,14,3,3,1,3,2,3,2,1,2,1,19,0.6666666666666666,0.5,0.5,1.0,3.3333333333333335,7.8336002236611035,2523.0,0
49,0,Travel_Rarely,470,Research & Development,20,4,Medical,170,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,No,14,3,3,0,16,2,2,15,11,5,11,33,0.9375,0.7333333333333333,0.7333333333333333,0.3333333333333333,2.3333333333333335,8.789964651132264,3283.5,0
43,0,Travel_Frequently,957,Research & Development,28,3,Medical,171,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,No,12,3,4,0,18,2,3,3,2,1,2,25,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.0,8.463792414689122,4739.0,0
50,0,Travel_Frequently,809,Sales,12,3,Marketing,174,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,No,11,3,4,0,16,3,3,2,2,2,1,34,0.125,1.0,0.5,1.0,3.6666666666666665,9.127936545721367,3069.3333333333335,0
31,1,Travel_Rarely,542,Sales,20,3,Life Sciences,175,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Yes,11,3,3,1,4,2,3,2,2,2,2,27,0.5,1.0,1.0,1.0,2.6666666666666665,8.425077902508432,2279.5,1
41,0,Travel_Rarely,802,Sales,9,1,Life Sciences,176,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Yes,13,3,3,1,12,2,3,9,7,0,7,29,0.75,0.7777777777777778,0.7777777777777778,0.0,3.0,9.010669176847115,2729.6666666666665,3
26,0,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,177,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,No,23,4,4,1,8,3,3,8,7,5,7,18,1.0,0.875,0.875,0.625,3.3333333333333335,7.987184748233473,2942.0,0
36,0,Travel_Rarely,216,Research & Development,6,2,Medical,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,No,20,4,4,2,7,0,3,3,2,0,1,29,0.42857142857142855,0.6666666666666666,0.3333333333333333,0.0,2.6666666666666665,8.505525386548555,2470.5,0
51,1,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,179,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,No,15,3,4,0,18,2,3,4,2,0,3,33,0.2222222222222222,0.5,0.75,0.0,3.0,9.273409063443166,3550.0,0
39,0,Travel_Rarely,1329,Sales,4,4,Life Sciences,182,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,No,14,3,3,1,17,1,4,15,11,5,9,22,0.8823529411764706,0.7333333333333333,0.6,0.3333333333333333,3.3333333333333335,8.683215975240689,2951.0,0
25,0,Travel_Rarely,959,Sales,28,3,Life Sciences,183,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,No,18,3,4,0,6,3,3,2,2,2,2,19,0.3333333333333333,1.0,1.0,1.0,2.6666666666666665,9.064157861798101,4319.5,0
30,0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,184,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Yes,19,3,4,0,12,2,1,11,9,4,7,18,0.9166666666666666,0.8181818181818182,0.6363636363636364,0.36363636363636365,3.6666666666666665,8.7558950816463,3173.5,3
32,1,Travel_Rarely,1033,Research & Development,9,3,Medical,190,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,No,22,4,1,0,10,2,4,5,4,0,4,22,0.5,0.8,0.8,0.0,1.0,8.343077871169383,4200.0,0
45,0,Travel_Rarely,1316,Research & Development,29,3,Medical,192,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,No,13,3,2,0,9,2,2,6,5,0,3,36,0.6666666666666666,0.8333333333333334,0.5,0.0,3.0,8.146998697389993,3452.0,0
38,0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,193,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Yes,20,4,2,0,19,2,3,3,2,2,2,19,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,8.370547611074752,2158.5,3
30,0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,194,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,No,14,3,3,0,5,4,2,5,4,0,4,25,1.0,0.8,0.8,0.0,2.3333333333333335,7.87587915949631,2632.0,0
32,0,Travel_Frequently,689,Sales,9,2,Medical,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,No,17,3,4,3,9,2,4,8,7,0,7,23,0.8888888888888888,0.875,0.875,0.0,4.0,8.448700194970938,2334.0,0
30,0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,No,14,3,4,1,8,3,3,3,2,2,2,22,0.375,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,8.07246736935477,3204.0,0
30,0,Travel_Rarely,1427,Research & Development,2,1,Medical,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,No,13,3,4,0,6,3,3,5,3,1,2,24,0.8333333333333334,0.6,0.4,0.2,3.3333333333333335,7.908754738783246,2720.0,0
41,0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,199,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,No,13,3,2,1,21,2,2,7,6,7,7,20,0.3333333333333333,0.8571428571428571,1.0,1.0,2.3333333333333335,9.751617603198001,4295.25,0
41,0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,200,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,No,21,4,4,1,7,2,3,5,0,1,4,34,0.7142857142857143,0.0,0.8,0.2,2.6666666666666665,7.713784616598755,2238.0,0
19,0,Travel_Rarely,1181,Research & Development,3,1,Medical,201,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,No,14,3,4,0,1,3,3,1,0,0,0,18,1.0,0.0,0.0,0.0,2.6666666666666665,7.302496423727326,1483.0,0
40,0,Travel_Frequently,1395,Research & Development,26,3,Medical,202,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,No,11,3,1,1,20,2,3,20,7,2,13,20,1.0,0.35,0.65,0.1,1.6666666666666667,8.631592731724734,2802.5,0
35,0,Travel_Rarely,662,Sales,1,5,Marketing,204,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,No,13,3,1,2,10,3,3,10,8,0,6,25,1.0,0.8,0.6,0.0,2.0,8.895081531754167,2431.6666666666665,0
53,0,Travel_Rarely,1436,Sales,6,2,Marketing,205,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Yes,20,4,4,1,13,3,1,7,7,4,5,40,0.5384615384615384,1.0,0.7142857142857143,0.5714285714285714,3.0,7.7437032581737535,1153.0,3
45,0,Travel_Rarely,194,Research & Development,9,3,Life Sciences,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,No,18,3,3,1,20,2,1,17,9,0,15,25,0.85,0.5294117647058824,0.8823529411764706,0.0,2.3333333333333335,7.761744984658913,1174.0,0
32,0,Travel_Frequently,967,Sales,8,3,Marketing,207,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,No,14,3,4,0,9,2,3,9,8,3,7,23,1.0,0.8888888888888888,0.7777777777777778,0.3333333333333333,3.3333333333333335,9.104868739033948,2999.3333333333335,0
29,0,Non-Travel,1496,Research & Development,1,1,Technical Degree,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,No,13,3,1,1,10,1,3,10,7,0,9,19,1.0,0.7,0.9,0.0,2.6666666666666665,8.371010681238156,2159.5,0
51,0,Travel_Rarely,1169,Research & Development,7,4,Medical,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,No,17,3,3,0,10,2,3,1,0,0,0,41,0.1,0.0,0.0,0.0,2.6666666666666665,8.721439305625983,3066.0,0
58,0,Travel_Rarely,1145,Research & Development,9,3,Medical,214,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Yes,20,4,2,1,9,3,2,1,0,0,0,49,0.1111111111111111,0.0,0.0,0.0,2.0,8.115819701211327,3346.0,2
40,0,Travel_Rarely,630,Sales,4,4,Marketing,215,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,No,11,3,1,1,15,2,2,12,11,2,11,25,0.8,0.9166666666666666,0.9166666666666666,0.16666666666666666,2.6666666666666665,9.292473201514705,3618.3333333333335,0
34,0,Travel_Frequently,303,Sales,2,4,Marketing,216,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,No,18,3,4,1,6,3,3,4,3,1,2,28,0.6666666666666666,0.75,0.5,0.25,3.3333333333333335,7.710653323501202,2231.0,0
22,0,Travel_Rarely,1256,Research & Development,19,1,Medical,217,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,No,24,4,1,2,2,6,3,2,2,2,2,20,1.0,1.0,1.0,1.0,2.6666666666666665,7.751045117971802,2323.0,0
27,0,Non-Travel,691,Research & Development,9,3,Medical,218,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,No,18,3,4,1,6,1,1,2,2,2,2,21,0.3333333333333333,1.0,1.0,1.0,3.3333333333333335,7.613324979540639,2024.0,0
28,0,Travel_Rarely,440,Research & Development,21,3,Medical,221,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,No,11,3,3,1,5,2,1,5,2,0,2,23,1.0,0.4,0.4,0.0,3.3333333333333335,7.906178840394815,2713.0,0
57,0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,223,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Yes,16,3,2,1,12,2,1,5,3,1,4,45,0.4166666666666667,0.6,0.8,0.2,3.0,9.152711259139547,3146.3333333333335,4
27,0,Non-Travel,1450,Research & Development,3,3,Medical,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Yes,15,3,4,1,1,2,2,1,1,0,1,26,1.0,1.0,1.0,0.0,3.3333333333333335,7.8504931808711405,2566.0,2
50,0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,226,3,Female,53,3,5,Manager,2,Single,19926,17053,3,No,15,3,2,0,21,5,3,5,4,4,4,29,0.23809523809523808,0.8,0.8,0.8,2.3333333333333335,9.899830875032585,3985.2,0
41,0,Travel_Rarely,465,Research & Development,14,3,Life Sciences,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,No,12,3,1,1,13,2,3,9,8,1,8,28,0.6923076923076923,0.8888888888888888,0.8888888888888888,0.1111111111111111,1.6666666666666667,7.804659297056102,2451.0,0
30,0,Travel_Rarely,1339,Sales,5,3,Life Sciences,228,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,No,12,3,3,1,12,2,3,10,9,7,4,18,0.8333333333333334,0.9,0.4,0.7,3.0,9.150590367570409,3139.6666666666665,0
38,0,Travel_Rarely,702,Sales,1,4,Life Sciences,230,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,No,22,4,3,0,12,2,4,8,3,0,7,26,0.6666666666666666,0.375,0.875,0.0,2.6666666666666665,9.06958293425992,4343.0,0
32,0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,231,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,No,20,4,1,0,8,2,3,5,4,1,4,24,0.625,0.8,0.8,0.2,2.3333333333333335,8.019283792916793,3038.0,0
27,0,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,233,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Yes,16,3,4,1,6,3,2,5,2,1,1,21,0.8333333333333334,0.4,0.2,0.2,3.0,8.025843344150903,3058.0,3
19,1,Travel_Frequently,602,Sales,1,1,Technical Degree,235,3,Female,100,1,1,Sales Representative,1,Single,2325,20989,0,No,21,4,1,0,1,5,4,0,0,0,0,18,0.0,0.0,0.0,0.0,1.6666666666666667,7.75190533307861,2325.0,0
36,0,Travel_Frequently,1480,Research & Development,3,2,Medical,238,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,No,12,3,3,0,13,3,2,8,7,7,2,23,0.6153846153846154,0.875,0.25,0.875,3.0,7.644440761556566,2088.0,0
30,0,Non-Travel,111,Research & Development,9,3,Medical,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,3,2,12,4,3,12,9,6,10,18,1.0,0.75,0.8333333333333334,0.5,2.3333333333333335,8.030409562130485,1536.0,0
45,0,Travel_Rarely,1268,Sales,4,2,Life Sciences,240,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Yes,11,3,1,1,9,3,4,5,4,0,3,36,0.5555555555555556,0.8,0.6,0.0,1.6666666666666667,8.518592212329946,2503.0,3
56,0,Travel_Rarely,713,Research & Development,8,3,Life Sciences,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Yes,18,3,3,1,19,3,3,2,2,2,2,37,0.10526315789473684,1.0,1.0,1.0,2.3333333333333335,8.356554845453426,4257.0,3
33,0,Travel_Rarely,134,Research & Development,2,3,Life Sciences,242,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,0,No,14,3,1,0,4,2,4,3,1,0,2,29,0.75,0.3333333333333333,0.6666666666666666,0.0,2.6666666666666665,7.824445930877619,2500.0,0
19,1,Travel_Rarely,303,Research & Development,2,3,Life Sciences,243,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,No,22,4,3,0,1,3,2,1,0,1,0,18,1.0,0.0,0.0,1.0,3.0,7.005789019253503,1102.0,0
46,0,Travel_Rarely,526,Sales,1,2,Marketing,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,No,25,4,3,3,24,2,3,24,13,15,7,22,1.0,0.5416666666666666,0.2916666666666667,0.625,2.0,9.254739959272866,3484.3333333333335,0
38,0,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,245,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,No,12,3,3,0,2,3,3,2,2,2,1,36,1.0,1.0,0.5,1.0,3.3333333333333335,7.735870319952567,2288.0,0
31,0,Travel_Rarely,140,Research & Development,12,1,Medical,246,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Yes,23,4,3,1,7,0,3,4,2,0,2,24,0.5714285714285714,0.5,0.5,0.0,3.3333333333333335,8.276394704863307,3929.0,3
34,0,Travel_Rarely,629,Research & Development,27,2,Medical,247,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,No,15,3,4,0,9,3,3,3,2,1,2,25,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.3333333333333335,7.7458682297922685,2311.0,0
41,1,Travel_Rarely,1356,Sales,20,2,Marketing,248,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Yes,22,4,4,0,4,5,2,4,3,0,2,37,1.0,0.75,0.5,0.0,2.6666666666666665,8.052296499538647,3140.0,3
50,0,Travel_Rarely,328,Research & Development,1,3,Medical,249,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,No,15,3,4,1,5,2,2,3,2,0,2,45,0.6,0.6666666666666666,0.6666666666666666,0.0,3.3333333333333335,8.213652703029998,3690.0,0
53,0,Travel_Rarely,1084,Research & Development,13,2,Medical,250,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,No,11,3,3,2,5,3,3,4,2,1,3,48,0.8,0.5,0.75,0.25,2.6666666666666665,8.400884069015854,2225.0,0
33,0,Travel_Rarely,931,Research & Development,14,3,Medical,252,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,No,13,3,4,1,8,5,3,8,7,1,6,25,1.0,0.875,0.75,0.125,3.3333333333333335,7.921898411023797,2756.0,0
40,0,Travel_Rarely,989,Research & Development,4,1,Medical,253,4,Female,46,3,5,Manager,3,Married,19033,6499,1,No,14,3,2,1,21,2,3,20,8,9,9,19,0.9523809523809523,0.4,0.45,0.45,3.0,9.85398213263229,3806.6,0
55,0,Travel_Rarely,692,Research & Development,14,4,Medical,254,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,No,11,3,4,0,36,3,3,24,15,2,15,19,0.6666666666666666,0.625,0.625,0.08333333333333333,3.0,9.837507993602152,3744.4,0
34,0,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,256,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,No,17,3,3,0,10,2,2,10,9,1,9,24,1.0,0.9,0.9,0.1,3.3333333333333335,9.16408698745872,4773.5,0
51,0,Travel_Rarely,313,Research & Development,3,3,Medical,258,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,No,18,3,3,0,21,6,3,7,7,1,0,30,0.3333333333333333,1.0,0.0,0.14285714285714285,3.0,9.527702598529375,3433.5,0
52,0,Travel_Rarely,699,Research & Development,1,4,Life Sciences,259,3,Male,65,2,5,Manager,3,Married,19999,5678,0,No,14,3,1,1,34,5,3,33,18,11,9,18,0.9705882352941176,0.5454545454545454,0.2727272727272727,0.3333333333333333,2.3333333333333335,9.903487552536127,3999.8,0
27,0,Travel_Rarely,894,Research & Development,9,3,Medical,260,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,No,16,3,4,0,7,2,2,7,7,0,3,20,1.0,1.0,0.42857142857142855,0.0,3.3333333333333335,7.731930721948486,2279.0,0
35,1,Travel_Rarely,556,Research & Development,23,2,Life Sciences,261,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Yes,13,3,1,0,8,1,3,1,0,0,1,27,0.125,0.0,1.0,0.0,2.0,8.685584842676693,2958.0,2
43,0,Non-Travel,1344,Research & Development,7,3,Medical,262,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,No,14,3,4,3,7,3,4,5,4,2,2,36,0.7142857142857143,0.8,0.4,0.4,4.0,7.644919344958857,2089.0,0
45,0,Non-Travel,1195,Research & Development,2,2,Medical,264,1,Male,65,2,4,Manager,4,Married,16792,20462,9,No,23,4,4,1,22,1,3,20,8,11,8,23,0.9090909090909091,0.4,0.4,0.55,3.0,9.728717411895008,4198.0,0
37,0,Travel_Rarely,290,Research & Development,21,3,Life Sciences,267,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Yes,12,3,1,1,8,3,2,8,7,1,7,29,1.0,0.875,0.875,0.125,1.3333333333333333,8.178919332848396,3564.0,4
